"study","n0","mu0","sd0","n1","mu1","sd1","y.cohen","s2.cohen","y.hedges","s2.hedges","cohen.dl.theta","hedges.dl.theta"
"Study01",9,-1.24677789813066,3.23045162856579,8,-0.600687572417504,3.23045162856579,0.585440658458772,0.247535803263666,0.555672489384597,0.245192638036372,0.206728534863146,0.194812348822695
"Study02",10,-1.61952956583027,2.53412497323006,9,-1.11270457118425,2.53412497323006,1.19655905947707,0.253221510605719,1.1429817881572,0.245490252375823,0.206728534863146,0.194812348822695
"Study03",6,-0.0822723590909646,1.18765708710998,5,0.155259058331032,1.18765708710998,-0.0487079486860351,0.366798470236956,-0.0445329816558035,0.366756811505537,0.206728534863146,0.194812348822695
"Study04",7,-0.5908751341052,4.2855865880847,7,0.266242183511739,4.2855865880847,0.708346862787539,0.306620755631825,0.663133233247909,0.301419488751351,0.206728534863146,0.194812348822695
"Study05",6,-0.259867814818198,2.06568056251854,6,0.15326829768551,2.06568056251854,0.475881079339606,0.344656473417005,0.439274842467329,0.341373432801029,0.206728534863146,0.194812348822695
"Study06",5,-1.77120435069209,3.94486063718796,5,-0.9822322232545,3.94486063718796,-0.258247366110088,0.404168231381425,-0.23325568551879,0.402720410741342,0.206728534863146,0.194812348822695
"Study07",6,0.0784853883565858,1.92720963992178,6,0.463927316340943,1.92720963992178,0.473292886355663,0.344533641147077,0.436885741251381,0.341286214621199,0.206728534863146,0.194812348822695
"Study08",7,-1.65970032080699,1.59851196687669,7,-1.33999792743166,1.59851196687669,0.435240179065845,0.293607369609005,0.407458891040365,0.291643669567423,0.206728534863146,0.194812348822695
"Study09",8,-0.325184422862112,3.8236121693626,7,0.439538011010409,3.8236121693626,-0.55887131595847,0.279870110080264,-0.525996532666795,0.277079554603059,0.206728534863146,0.194812348822695
"Study10",10,0.0163420924423744,1.50184961408377,9,0.316712015259128,1.50184961408377,-0.750347076536079,0.227670544501295,-0.716749446243419,0.224630315550328,0.206728534863146,0.194812348822695
"Study11",7,0.339226916074299,1.90213864762336,7,0.719654645598971,1.90213864762336,0.0101792672490788,0.285718603109358,0.0095295267863716,0.285717528995742,0.206728534863146,0.194812348822695
"Study12",5,-0.141877742787771,1.91234563291073,5,0.240591383794375,1.91234563291073,0.281448706031649,0.404950835882931,0.254211734480199,0.403231180297372,0.206728534863146,0.194812348822695
"Study13",8,-0.48775509965599,4.78943345230073,7,0.470131590804156,4.78943345230073,0.382624827920549,0.273487979739498,0.360117485101693,0.272179962959675,0.206728534863146,0.194812348822695
"Study14",9,0.55521532604045,3.70395032595843,8,1.29600539123214,3.70395032595843,0.675116405257516,0.251303849799372,0.640788452447812,0.24818787113436,0.206728534863146,0.194812348822695
"Study15",8,0.0770607630252982,3.91097444202751,8,0.8592556514308,3.91097444202751,-0.71337037461402,0.268174903263462,-0.674459263271437,0.264215478056645,0.206728534863146,0.194812348822695
"Study16",5,0.138908620913321,3.32111749984324,5,0.803132120881969,3.32111749984324,-0.743717313942068,0.434569715191075,-0.671744670657352,0.422562045127828,0.206728534863146,0.194812348822695
"Study17",6,-0.833747435701467,3.31652076356113,5,-0.170443282989241,3.31652076356113,-0.765884186961608,0.399254365990991,-0.700236970936328,0.38895447646058,0.206728534863146,0.194812348822695
"Study18",7,-0.588187422619948,4.50099970120937,7,0.312012517621925,4.50099970120937,-0.165986295916697,0.286862262815625,-0.155391425964567,0.286576660545118,0.206728534863146,0.194812348822695
"Study19",6,-0.183492772001156,2.99164428003132,5,0.414836084005109,2.99164428003132,0.917212563252872,0.41340438256605,0.838594343545483,0.398632142713325,0.206728534863146,0.194812348822695
"Study20",6,0.742921868668801,1.13448258209974,5,0.969818385088749,1.13448258209974,-0.486403385985326,0.379810458549888,-0.444711667186584,0.375656142436297,0.206728534863146,0.194812348822695
"Study21",5,0.555556293583612,1.3071962101385,5,0.816995535611312,1.3071962101385,0.796192126907836,0.439620118934377,0.719141275916755,0.425858208736359,0.206728534863146,0.194812348822695
"Study22",7,0.320382166839087,4.40641608368605,6,1.2016653835763,4.40641608368605,-0.433668031974726,0.31807235324912,-0.403412122767187,0.315783091862099,0.206728534863146,0.194812348822695
"Study23",5,0.0842740194423153,1.26682508178055,5,0.337639035798426,1.26682508178055,0.360822546159031,0.408137056863543,0.325904235240415,0.405310678527382,0.206728534863146,0.194812348822695
"Study24",9,-1.04979186611688,2.0495581002906,9,-0.63988024605876,2.0495581002906,0.143480064042748,0.222865551246526,0.136647680040713,0.222740905235014,0.206728534863146,0.194812348822695
"Study25",7,0.816070861235789,4.21330517344177,6,1.65873189592414,4.21330517344177,-0.326591587434098,0.314372085204842,-0.303806127845673,0.31307373888214,0.206728534863146,0.194812348822695
"Study26",7,0.924139286101788,4.15037466958165,6,1.75421422001812,4.15037466958165,-0.605885265080628,0.326210034725711,-0.563614200075003,0.321741539005586,0.206728534863146,0.194812348822695
"Study27",9,2.04769121484878,3.88195223454386,9,2.82408166175756,3.88195223454386,0.0220379014697592,0.222237399381634,0.0209884775902468,0.222234458783099,0.206728534863146,0.194812348822695
"Study28",9,0.994455909979703,2.85197972413152,8,1.56485185480601,2.85197972413152,-0.498701427187998,0.244401214893756,-0.473343727500472,0.242700943004171,0.206728534863146,0.194812348822695
"Study29",9,0.569380722059656,1.21117028500885,9,0.811614779061426,1.21117028500885,-0.319522614460049,0.225412681633203,-0.304307251866714,0.224794525098296,0.206728534863146,0.194812348822695
"Study30",6,0.103766046581868,1.70274666231126,6,0.444315379044119,1.70274666231126,1.75042019092984,0.486531875574077,1.61577248393524,0.442113363326761,0.206728534863146,0.194812348822695
"Study31",5,-1.55567430196683,1.57869101781398,5,-1.23993609840403,1.57869101781398,0.65146103569319,0.426525092564153,0.588416419335785,0.417311694127197,0.206728534863146,0.194812348822695
"Study32",6,0.0322201437356007,4.78835182450712,5,0.989890508637024,4.78835182450712,0.428792167128183,0.376881262366138,0.39203855280291,0.373652767888658,0.206728534863146,0.194812348822695
"Study33",8,0.785856919306975,3.11739135347307,8,1.40933519000159,3.11739135347307,0.438971743120507,0.256882006830652,0.415027829859388,0.255382753111181,0.206728534863146,0.194812348822695
"Study34",5,1.61098012198447,4.02373934630305,5,2.41572799124508,4.02373934630305,1.72409078634078,0.585780564971573,1.55724329088844,0.521250333350854,0.206728534863146,0.194812348822695
"Study35",10,-0.396770027342833,3.61618137918413,9,0.326466248493992,3.61618137918413,0.223571117952177,0.212581230075299,0.213560470879692,0.212311323603805,0.206728534863146,0.194812348822695
"Study36",9,-2.16139518133016,1.47121554240584,9,-1.86715207284899,1.47121554240584,0.571785844050173,0.232439067580227,0.54455794671445,0.230459537703607,0.206728534863146,0.194812348822695
"Study37",8,1.72720493926102,3.58792084082961,8,2.44478910742694,3.58792084082961,0.4674812612415,0.257804954628998,0.4419822833556,0.256104635587507,0.206728534863146,0.194812348822695
"Study38",9,0.802286523365279,2.69860193971545,8,1.34200691130837,2.69860193971545,0.638261007944081,0.249690348253171,0.605807058387603,0.24690529322853,0.206728534863146,0.194812348822695
"Study39",7,-0.163594285537389,4.09724004007876,6,0.655853722478363,4.09724004007876,-1.30348976484571,0.386754971662788,-1.21254861846113,0.36607281537504,0.206728534863146,0.194812348822695
"Study40",8,0.193465796213646,4.96799173951149,7,1.18706414411594,4.96799173951149,0.747448504265535,0.289344806954404,0.703480945191092,0.284353324198708,0.206728534863146,0.194812348822695
"Study41",6,-0.417273691720545,2.78491091076285,5,0.139708490432024,2.78491091076285,0.843142587748641,0.406160523515304,0.770873223084471,0.393677826942514,0.206728534863146,0.194812348822695
"Study42",5,-0.959165820697319,4.02093702275306,5,-0.154978416146707,4.02093702275306,0.229903809106079,0.403303485090093,0.207655053386136,0.40215603105984,0.206728534863146,0.194812348822695
"Study43",7,-0.690177276796034,3.7166748708114,6,0.0531576973662463,3.7166748708114,0.39395619628616,0.316578422459821,0.366470880266195,0.314689228988543,0.206728534863146,0.194812348822695
"Study44",5,-0.813333429598472,2.44271721597761,5,-0.324789986402951,2.44271721597761,-0.0524879022805781,0.400172186242863,-0.0474084278663286,0.400112377951638,0.206728534863146,0.194812348822695
"Study45",7,0.134298450315176,1.70303709898144,7,0.474905870111464,1.70303709898144,0.327561252632981,0.290184967973723,0.306653087571301,0.28907271843275,0.206728534863146,0.194812348822695
"Study46",8,-2.10819644169937,1.14106985274702,8,-1.87998247114996,1.14106985274702,0.0748941290781953,0.250200326091799,0.0708089947648392,0.250156684804363,0.206728534863146,0.194812348822695
"Study47",8,0.328715350307656,3.48277588468045,8,1.02527052724375,3.48277588468045,0.332477145231521,0.253947894717904,0.314342028218892,0.253087840959524,0.206728534863146,0.194812348822695
"Study48",8,0.918243253796422,1.79139337129891,8,1.2765219280562,1.79139337129891,0.684905905616492,0.266753432126727,0.647547401673774,0.263103676169202,0.206728534863146,0.194812348822695
"Study49",8,0.525346148250064,4.91641956660897,7,1.50863006157186,4.91641956660897,0.764148679141795,0.290315727619995,0.719198756839337,0.285098704585118,0.206728534863146,0.194812348822695
